;taxno;taxno1;taxno2;Number;Genus;taxon;species;Subspecies;full.name;Lifecycle;PLOIDY;no_ploidy_lev;more_ploidies;ploidy_level;holoploid;monoploid;NewAPGFamily;Order;HigherGroup;reg_nat_main;reg_nat_island;reg_nat_total;GloNAF_incidence;reg_no_invasive;GloNAF_invasive;glonaf_3group;ploidy_level;ploidy_level_single
Fagopyrum_cymosum;angiosperms;1angiosperms;2angiosperms;893;Fagopyrum;cymosum;Fagopyrum_cymosum;;Fagopyrum cymosum ;A;D_P;2;2,4;2,4;2.85;1.425;Polygonaceae;Caryophyllales;E;NA;10;10;1;NA;0;1;2,4;2
Fagopyrum_esculentum;angiosperms;1angiosperms;2angiosperms;893;Fagopyrum;esculentum;Fagopyrum_esculentum;;Fagopyrum esculentum ;A;D_P;2;2,4;2,4;4.07;2.035;Polygonaceae;Caryophyllales;E;117;12;129;1;1;1;2;2,4;2
Fagopyrum_homotropicum;angiosperms;1angiosperms;2angiosperms;893;Fagopyrum;homotropicum;Fagopyrum_homotropicum;(4x);Fagopyrum homotropicum (4x);A;D_P;2;2,4;2,4;3.72;1.86;Polygonaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,4;2
Fallopia_dumetorum;angiosperms;1angiosperms;2angiosperms;776;Fallopia;dumetorum;Fallopia_dumetorum;;Fallopia dumetorum ;AB;D_P;2;2,4;2,4;1.12;0.56;Polygonaceae;Caryophyllales;E;42;2;44;1;NA;0;1;2,4;2
Festuca_arvernensis;angiosperms;1angiosperms;2angiosperms;555;Festuca;arvernensis;Festuca_arvernensis;subsp. costei (St Yves) Auquier & Kerguélen;Festuca arvernensis subsp. costei (St Yves) Auquier & Kerguélen;P;D_P;2;2,4;2,4;6.49;3.245;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Festuca_circummediterranea;angiosperms;1angiosperms;2angiosperms;555;Festuca;circummediterranea;Festuca_circummediterranea;;Festuca circummediterranea ;P;D_P;2;2,4;2,4;7.71;3.855;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Festuca_ovina;angiosperms;1angiosperms;2angiosperms;555;Festuca;ovina;Festuca_ovina;;Festuca ovina ;P;D_P;2;2,4;2,4;7.16;3.58;Poaceae;Poales;M;18;4;22;1;NA;0;1;2,4;2
Festuca_paniculata;angiosperms;1angiosperms;2angiosperms;582;Festuca;paniculata;Festuca_paniculata;subsp. multispiculata  Rivas Ponce & Cebolla;Festuca paniculata subsp. multispiculata  Rivas Ponce & Cebolla;P;D_P;2;2,4;2,4;11.33;5.665;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Festuca_pratensis;angiosperms;1angiosperms;2angiosperms;705;Festuca;pratensis;Festuca_pratensis;'Patra';Festuca pratensis 'Patra';P;D_P;2;2,4;2,4;9.75;4.875;Poaceae;Poales;M;84;9;93;1;5;1;2;2,4;2
Ficaria_ficaroides;angiosperms;1angiosperms;2angiosperms;910;Ficaria;ficaroides;Ficaria_ficaroides;;Ficaria ficaroides ;P;D_P;2;2,4;2,4;26.5;13.25;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2,4;2
Fritillaria_assyriaca;angiosperms;1angiosperms;2angiosperms;565;Fritillaria;assyriaca;Fritillaria_assyriaca;;Fritillaria assyriaca ;P;D_P;2;2,3;2,3;130.95;65.475;Liliaceae;Liliales;M;NA;NA;NA;0;NA;0;0;2,3;2
Gagea_villosa;angiosperms;1angiosperms;2angiosperms;879;Gagea;villosa;Gagea_villosa;;Gagea villosa ;P;D_P;2;2,4;2,4;24.65;12.325;Liliaceae;Liliales;M;2;NA;2;1;NA;0;1;2,4;2
Galanthus_alpinus;angiosperms;1angiosperms;2angiosperms;484;Galanthus;alpinus;Galanthus_alpinus;subsp. bortkewitschianus;Galanthus alpinus subsp. bortkewitschianus;P;D_P;2;2,3;2,3;77.4;38.7;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3;2
Galanthus_nivalis;angiosperms;1angiosperms;2angiosperms;484;Galanthus;nivalis;Galanthus_nivalis;;Galanthus nivalis ;P;D_P;2;2,3;2,3;88.75;44.375;Amaryllidaceae;Asparagales;M;42;10;52;1;NA;0;1;2,3;2
Galanthus_rizehensis;angiosperms;1angiosperms;2angiosperms;484;Galanthus;rizehensis;Galanthus_rizehensis;;Galanthus rizehensis ;P;D_P;2;2,3;2,3;60.7;30.35;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3;2
Galanthus_transcaucasicus;angiosperms;1angiosperms;2angiosperms;484;Galanthus;transcaucasicus;Galanthus_transcaucasicus;;Galanthus transcaucasicus ;P;D_P;2;2,4;2,4;121.55;60.775;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gasteria_brachyphylla;angiosperms;1angiosperms;2angiosperms;377;Gasteria;brachyphylla;Gasteria_brachyphylla;var. brachyphylla;Gasteria brachyphylla var. brachyphylla;P;D_P;2;2,4;2,4;50.7;25.35;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gasteria_excelsa;angiosperms;1angiosperms;2angiosperms;473;Gasteria;excelsa;Gasteria_excelsa;;Gasteria excelsa ;P;D_P;2;2,4;2,4;54.7;27.35;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gentiana_kurroo;angiosperms;1angiosperms;2angiosperms;889;Gentiana;kurroo;Gentiana_kurroo;;Gentiana kurroo ;P;D_P;2;2,4;2,4;4.95;2.475;Gentianaceae;Gentianales;E;NA;NA;NA;0;NA;0;0;2,4;2
Gibasis_consobrina;angiosperms;1angiosperms;2angiosperms;119;Gibasis;consobrina;Gibasis_consobrina;;Gibasis consobrina ;P;D_P;2;2,4;2,4;31.35;15.675;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gibasis_karwinskyana;angiosperms;1angiosperms;2angiosperms;119;Gibasis;karwinskyana;Gibasis_karwinskyana;;Gibasis karwinskyana ;P;D_P;2;2,4;2,4;25.9;12.95;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gibasis_linearis;angiosperms;1angiosperms;2angiosperms;119;Gibasis;linearis;Gibasis_linearis;;Gibasis linearis ;P;D_P;2;2,3;2,3;26;13;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,3;2
Gibasis_rhodantha;angiosperms;1angiosperms;2angiosperms;119;Gibasis;rhodantha;Gibasis_rhodantha;;Gibasis rhodantha ;P;D_P;2;2,4;2,4;30.5;15.25;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4;2
Gibasis_schiedeana;angiosperms;1angiosperms;2angiosperms;119;Gibasis;schiedeana;Gibasis_schiedeana;;Gibasis schiedeana ;P;D_P;2;2,4;2,4;25;12.5;Commelinaceae;Commelinales;M;5;NA;5;1;NA;0;1;2,4;2
Gibasis_speciosa;angiosperms;1angiosperms;2angiosperms;119;Gibasis;speciosa;Gibasis_speciosa;;Gibasis speciosa ;P;D_P;2;2,4;2,4;30.95;15.475;Commelinaceae;Commelinales;M;NA;NA;NA;0;NA;0;0;2,4;2
Glycine_tabacina;angiosperms;1angiosperms;2angiosperms;165;Glycine;tabacina;Glycine_tabacina;;Glycine tabacina ;P;D_P;2;2,4;2,4;3.05;1.525;Fabaceae;Fabales;E;NA;1;1;1;NA;0;1;2,4;2
Glycine_tomentella;angiosperms;1angiosperms;2angiosperms;165;Glycine;tomentella;Glycine_tomentella;;Glycine tomentella ;P;D_P;2;2,4;2,4;3.3;1.65;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2,4;2
Gossypium_barbadense;angiosperms;1angiosperms;2angiosperms;55;Gossypium;barbadense;Gossypium_barbadense;;Gossypium barbadense ;A-P;D_P;2;2,4;2,4;5.51;2.755;Malvaceae;Malvales;E;46;16;62;1;2;1;2;2,4;2
Handroanthus_ochraceus;angiosperms;1angiosperms;2angiosperms;869;Handroanthus;ochraceus;Handroanthus_ochraceus;;Handroanthus ochraceus ;P;D_P;2;2,4;2,4;2.31;1.155;Bignoniaceae;Lamiales;E;1;NA;1;1;NA;0;1;2,4;2
Haworthia_reinwardtii;angiosperms;1angiosperms;2angiosperms;823;Haworthia;reinwardtii;Haworthia_reinwardtii;var. reinwardtii;Haworthia reinwardtii var. reinwardtii;P;D_P;2;2,4;2,4;38.05;19.025;Asphodelaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Helianthus_decapetalus;angiosperms;1angiosperms;2angiosperms;1001;Helianthus;decapetalus;Helianthus_decapetalus;;Helianthus decapetalus ;P;D_P;2;2,4;2,4;13.83;6.915;Asteraceae;Asterales;E;5;1;6;1;1;1;2;2,4;2
Helianthus_divaricatus;angiosperms;1angiosperms;2angiosperms;116;Helianthus;divaricatus;Helianthus_divaricatus;;Helianthus divaricatus ;P;D_P;2;2,4;2,4;12.28;6.14;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4;2
Hepatica_nobilis;angiosperms;1angiosperms;2angiosperms;495;Hepatica;nobilis;Hepatica_nobilis;var. pubescens (M.Hiroe) Kitam.;Hepatica nobilis var. pubescens (M.Hiroe) Kitam.;P;D_P;2;2,4;2,4;63.75;31.875;Ranunculaceae;Ranunculales;E;NA;NA;NA;0;NA;0;0;2,4;2
Hesperis_matronalis;angiosperms;1angiosperms;2angiosperms;924;Hesperis;matronalis;Hesperis_matronalis;;Hesperis matronalis ;B;D_P;2;2,4;2,4;12.32;6.16;Brassicaceae;Brassicales;E;103;15;118;1;4;1;2;2,4;2
Hieracium_alpinum;angiosperms;1angiosperms;2angiosperms;753;Hieracium;alpinum;Hieracium_alpinum;(Balkan population);Hieracium alpinum (Balkan population);P;D_P;2;2,3;2,3;9.09;4.545;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,3;2
Hieracium_prenanthoides;angiosperms;1angiosperms;2angiosperms;641;Hieracium;prenanthoides;Hieracium_prenanthoides;;Hieracium prenanthoides ;P;D_P;2;2,3;2,3;9.35;4.675;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,3;2
Hieracium_tomentosum;angiosperms;1angiosperms;2angiosperms;641;Hieracium;tomentosum;Hieracium_tomentosum;;Hieracium tomentosum ;P;D_P;2;2,3;2,3;9.38;4.69;Asteraceae;Asterales;E;NA;2;2;1;NA;0;1;2,3;2
Hordeum_bulbosum;angiosperms;1angiosperms;2angiosperms;491;Hordeum;bulbosum;Hordeum_bulbosum;;Hordeum bulbosum ;P;D_P;2;2,4;2,4;13.09;6.545;Poaceae;Poales;M;8;1;9;1;NA;0;1;2,4;2
Hordeum_geniculatum;angiosperms;1angiosperms;2angiosperms;50;Hordeum;geniculatum;Hordeum_geniculatum;;Hordeum geniculatum ;A;D_P;2;2,4;2,4;16.15;8.075;Poaceae;Poales;M;23;7;30;1;NA;0;1;2,4;2
Hordeum_glaucum;angiosperms;1angiosperms;2angiosperms;375;Hordeum;glaucum;Hordeum_glaucum;;Hordeum glaucum ;A;D_P;2;2,4;2,4;16.15;8.075;Poaceae;Poales;M;67;7;74;1;NA;0;1;2,4;2
Hordeum_marinum;angiosperms;1angiosperms;2angiosperms;491;Hordeum;marinum;Hordeum_marinum;subsp. gussoneanum (Parl.) Thell.;Hordeum marinum subsp. gussoneanum (Parl.) Thell.;A;D_P;2;2,4;2,4;15.32;7.66;Poaceae;Poales;M;23;7;30;1;NA;0;1;2,4;2
Hordeum_vulgare;angiosperms;1angiosperms;2angiosperms;776;Hordeum;vulgare;Hordeum_vulgare;;Hordeum vulgare ;P;D_P;2;2,4;2,4;14.71;7.355;Poaceae;Poales;M;126;13;139;1;1;1;2;2,4;2
Hosta_clausa;angiosperms;1angiosperms;2angiosperms;384;Hosta;clausa;Hosta_clausa;var. clausa Nakai;Hosta clausa var. clausa Nakai;P;D_P;2;2,3;2,3;23.85;11.925;Asparagaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3;2
Hydrangea_macrophylla;angiosperms;1angiosperms;2angiosperms;466;Hydrangea;macrophylla;Hydrangea_macrophylla;(triploid);Hydrangea macrophylla (triploid);P;D_P;2;2,3;2,3;5.61;2.805;Hydrangeaceae;Cornales;E;18;18;36;1;NA;0;1;2,3;2
Hypericum_perforatum;angiosperms;1angiosperms;2angiosperms;627;Hypericum;perforatum;Hypericum_perforatum;;Hypericum perforatum ;P;D_P;2;2,4;2,4;1.17;0.585;Hypericaceae;Malpighiales;E;93;15;108;1;21;1;2;2,4;2
Hypodiscus_albo-aristatus;angiosperms;1angiosperms;2angiosperms;913;Hypodiscus;albo-aristatus;Hypodiscus_albo-aristatus;;Hypodiscus albo-aristatus ;P;D_P;2;2,4;2,4;4.34;2.17;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Hypodiscus_rigidus;angiosperms;1angiosperms;2angiosperms;913;Hypodiscus;rigidus;Hypodiscus_rigidus;;Hypodiscus rigidus ;P;D_P;2;2,4;2,4;3.67;1.835;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Hypodiscus_synchroolepis;angiosperms;1angiosperms;2angiosperms;913;Hypodiscus;synchroolepis;Hypodiscus_synchroolepis;;Hypodiscus synchroolepis ;P;D_P;2;2,3;2,3;3.19;1.595;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,3;2
Chenopodium_pratericola;angiosperms;1angiosperms;2angiosperms;903;Chenopodium;pratericola;Chenopodium_pratericola;;Chenopodium pratericola ;A;D_P;2;2+unknown;2+unknown;1.65;0.825;Amaranthaceae;Caryophyllales;E;45;1;46;1;NA;0;1;2,unknown;2
Chrysanthemum_indicum;angiosperms;1angiosperms;2angiosperms;798;Chrysanthemum;indicum;Chrysanthemum_indicum;;Chrysanthemum indicum ;P;D_P;2;2,4;2,4;10.19;5.095;Asteraceae;Asterales;E;8;1;9;1;NA;0;1;2,4;2
Ipheion_uniflorum;angiosperms;1angiosperms;2angiosperms;937;Ipheion;uniflorum;Ipheion_uniflorum;;Ipheion uniflorum ;P;D_P;2;2,4;2,4;28.4;14.2;Amaryllidaceae;Asparagales;M;10;4;14;1;NA;0;1;2,4;2
Ipomoea_trifida;angiosperms;1angiosperms;2angiosperms;1003;Ipomoea;trifida;Ipomoea_trifida;;Ipomoea trifida ;;D_P;2;2,4;2,4;1.59;0.795;Convolvulaceae;Solanales;E;NA;3;3;1;NA;0;1;2,4;2
Iris_albomarginata;angiosperms;1angiosperms;2angiosperms;377;Iris;albomarginata;Iris_albomarginata;;Iris albomarginata ;P;D_P;2;2,4;2,4;29;14.5;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Iris_tubergeniana;angiosperms;1angiosperms;2angiosperms;377;Iris;tubergeniana;Iris_tubergeniana;;Iris tubergeniana ;P;D_P;2;2,3;2,3;20.44;10.22;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3;2
Kelissa_brasiliensis;angiosperms;1angiosperms;2angiosperms;269.03;Kelissa;brasiliensis;Kelissa_brasiliensis;;Kelissa brasiliensis ;P;D_P;2;2,8;2,8;11.07;5.535;Iridaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,8;2
Knautia_arvensis;angiosperms;1angiosperms;2angiosperms;652;Knautia;arvensis;Knautia_arvensis;;Knautia arvensis ;P;D_P;2;2,4;2,4;10.7;5.35;Caprifoliaceae;Dipsacales;E;34;2;36;1;3;1;2;2,4;2
Knautia_drymeia;angiosperms;1angiosperms;2angiosperms;652;Knautia;drymeia;Knautia_drymeia;;Knautia drymeia ;P;D_P;2;2,4;2,4;10.76;5.38;Caprifoliaceae;Dipsacales;E;1;NA;1;1;NA;0;1;2,4;2
Koeleria_macrantha;angiosperms;1angiosperms;2angiosperms;533;Koeleria;macrantha;Koeleria_macrantha;subsp. macrantha var. majoriflora;Koeleria macrantha subsp. macrantha var. majoriflora;P;D_P;2;2,4;2,4;7.08;3.54;Poaceae;Poales;M;17;2;19;1;1;1;2;2,4;2
Lasiocephalus_lingulatus;angiosperms;1angiosperms;2angiosperms;631;Lasiocephalus;lingulatus;Lasiocephalus_lingulatus;;Lasiocephalus lingulatus ;P;D_P;2;2,3;2,3;18.88;9.44;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,3;2
Lasiocephalus_ovatus;angiosperms;1angiosperms;2angiosperms;631;Lasiocephalus;ovatus;Lasiocephalus_ovatus;;Lasiocephalus ovatus ;P;D_P;2;2,3;2,3;18.72;9.36;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,3;2
Lathyrus_pratensis;angiosperms;1angiosperms;2angiosperms;627;Lathyrus;pratensis;Lathyrus_pratensis;;Lathyrus pratensis ;P;D_P;2;2,4;2,4;10.49;5.245;Fabaceae;Fabales;E;22;8;30;1;NA;0;1;2,4;2
Lessingianthus_rubricaulis;angiosperms;1angiosperms;2angiosperms;915;Lessingianthus;rubricaulis;Lessingianthus_rubricaulis;;Lessingianthus rubricaulis ;P;D_P;2;2,4;2,4;3.31;1.655;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4;2
Lessingianthus_sellowii;angiosperms;1angiosperms;2angiosperms;915;Lessingianthus;sellowii;Lessingianthus_sellowii;;Lessingianthus sellowii ;P;D_P;2;2,4;2,4;3.32;1.66;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4;2
Leucaena_diversifolia;angiosperms;1angiosperms;2angiosperms;425;Leucaena;diversifolia;Leucaena_diversifolia;;Leucaena diversifolia ;P;D_P;2;2,4;2,4;2.11;1.055;Fabaceae;Fabales;E;1;3;4;1;1;1;2;2,4;2
Leucaena_esculenta;angiosperms;1angiosperms;2angiosperms;278;Leucaena;esculenta;Leucaena_esculenta;subsp. paniculata (Britton & Rose) Zárate;Leucaena esculenta subsp. paniculata (Britton & Rose) Zárate;P;D_P;2;2,4;2,4;1.9;0.95;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2,4;2
Limonium_lanceolatum;angiosperms;1angiosperms;2angiosperms;917;Limonium;lanceolatum;Limonium_lanceolatum;;Limonium lanceolatum ;P;D_P;2;2,3;2,3;4.61;2.305;Plumbaginaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,3;2
Liriope_platyphylla;angiosperms;1angiosperms;2angiosperms;953;Liriope;platyphylla;Liriope_platyphylla;'Korean Giant';Liriope platyphylla 'Korean Giant';P;D_P;2;2,4;2,4;15.09;7.545;Asparagaceae;Asparagales;M;9;NA;9;1;NA;0;1;2,4;2
Lolium_multiflorum;angiosperms;1angiosperms;2angiosperms;705;Lolium;multiflorum;Lolium_multiflorum;'Lubina';Lolium multiflorum 'Lubina';P;D_P;2;2,4;2,4;8.12;4.06;Poaceae;Poales;M;169;37;206;1;3;1;2;2,4;2
Lolium_perenne;angiosperms;1angiosperms;2angiosperms;705;Lolium;perenne;Lolium_perenne;'Korok';Lolium perenne 'Korok';P;D_P;2;2,4;2,4;8.28;4.14;Poaceae;Poales;M;240;44;284;1;10;1;2;2,4;2
Lotus_glaucus;angiosperms;1angiosperms;2angiosperms;477;Lotus;glaucus;Lotus_glaucus;;Lotus glaucus ;P;D_P;2;2,4;2,4;1.86;0.93;Fabaceae;Fabales;E;NA;NA;NA;0;NA;0;0;2,4;2
Lycium_chilense;angiosperms;1angiosperms;2angiosperms;487;Lycium;chilense;Lycium_chilense;var. chilense;Lycium chilense var. chilense;P;D_P;2;2,4;2,4;5.03;2.515;Solanaceae;Solanales;E;NA;NA;NA;0;NA;0;0;2,4;2
Malus_hupehensis;angiosperms;1angiosperms;2angiosperms;625;Malus;hupehensis;Malus_hupehensis;;Malus hupehensis ;P;D_P;2;2,3;2,3;1.79;0.895;Rosaceae;Rosales;E;3;3;6;1;NA;0;1;2,3;2
Malus_ioensis;angiosperms;1angiosperms;2angiosperms;625;Malus;ioensis;Malus_ioensis;;Malus ioensis ;P;D_P;2;2,3;2,3;1.99;0.995;Rosaceae;Rosales;E;6;NA;6;1;NA;0;1;2,3;2
Malus_spectabilis;angiosperms;1angiosperms;2angiosperms;625;Malus;spectabilis;Malus_spectabilis;;Malus spectabilis ;P;D_P;2;2,3;2,3;1.85;0.925;Rosaceae;Rosales;E;1;NA;1;1;NA;0;1;2,3;2
Mastersiella_digitata;angiosperms;1angiosperms;2angiosperms;913;Mastersiella;digitata;Mastersiella_digitata;;Mastersiella digitata ;P;D_P;2;2,3;2,3;1.83;0.915;Restionaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,3;2
Matricaria_chamomilla;angiosperms;1angiosperms;2angiosperms;767;Matricaria;chamomilla;Matricaria_chamomilla;'Lutea';Matricaria chamomilla 'Lutea';A;D_P;2;2,4;2,4;9.23;4.615;Asteraceae;Asterales;E;104;11;115;1;2;1;2;2,4;2
Medicago_sativa;angiosperms;1angiosperms;2angiosperms;776;Medicago;sativa;Medicago_sativa;;Medicago sativa ;P;D_P;2;2,4;2,4;2.58;1.29;Fabaceae;Fabales;E;280;36;316;1;3;1;2;2,4;2
Melampodium_cinereum;angiosperms;1angiosperms;2angiosperms;760;Melampodium;cinereum;Melampodium_cinereum;var. cinereum;Melampodium cinereum var. cinereum;P;D_P;2;2,4;2,4;6.69;3.345;Asteraceae;Asterales;E;1;NA;1;1;NA;0;1;2,4;2
Melampodium_leucanthum;angiosperms;1angiosperms;2angiosperms;760;Melampodium;leucanthum;Melampodium_leucanthum;;Melampodium leucanthum ;P;D_P;2;2,4;2,4;6.84;3.42;Asteraceae;Asterales;E;NA;NA;NA;0;NA;0;0;2,4;2
Mentha_longifolia;angiosperms;1angiosperms;2angiosperms;465;Mentha;longifolia;Mentha_longifolia;;Mentha longifolia ;P;D_P;2;2,4;2,4;1.18;0.59;Lamiaceae;Lamiales;E;10;5;15;1;1;1;2;2,4;2
Miscanthus_lutarioriparius;angiosperms;1angiosperms;2angiosperms;907;Miscanthus;lutarioriparius;Miscanthus_lutarioriparius;Mean Value for Tetraploid;Miscanthus lutarioriparius Mean Value for Tetraploid;P;D_P;2;2,4;2,4;6.3;3.15;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Miscanthus_sacchariflorus;angiosperms;1angiosperms;2angiosperms;796;Miscanthus;sacchariflorus;Miscanthus_sacchariflorus;'KB Giganteus';Miscanthus sacchariflorus 'KB Giganteus';P;D_P;2;2,4;2,4;6.9;3.45;Poaceae;Poales;M;16;NA;16;1;NA;0;1;2,4;2
Musa_acuminata;angiosperms;1angiosperms;2angiosperms;829;Musa;acuminata;Musa_acuminata;;Musa acuminata ;P;D_P;2;2,3;2,3;1.45;0.725;Musaceae;Zingiberales;M;10;1;11;1;NA;0;1;2,3;2
Narcissus_hispanicus;angiosperms;1angiosperms;2angiosperms;686;Narcissus;hispanicus;Narcissus_hispanicus;;Narcissus hispanicus ;P;D_P;2;2,3;2,3;32.55;16.275;Amaryllidaceae;Asparagales;M;10;4;14;1;NA;0;1;2,3;2
Narcissus_poeticus;angiosperms;1angiosperms;2angiosperms;634;Narcissus;poeticus;Narcissus_poeticus;;Narcissus poeticus ;P;D_P;2;2,3;2,3;29.44;14.72;Amaryllidaceae;Asparagales;M;47;12;59;1;NA;0;1;2,3;2
Narcissus_pseudonarcissus;angiosperms;1angiosperms;2angiosperms;581;Narcissus;pseudonarcissus;Narcissus_pseudonarcissus;subsp. bicolor  (L.) Willk. & Lange;Narcissus pseudonarcissus subsp. bicolor  (L.) Willk. & Lange;P;D_P;2;2,6;2,6;45.6;22.8;Amaryllidaceae;Asparagales;M;NA;3;3;1;NA;0;1;2,6;2
Nerine_ridleyi;angiosperms;1angiosperms;2angiosperms;532;Nerine;ridleyi;Nerine_ridleyi;;Nerine ridleyi ;P;D_P;2;2,3;2,3;32.85;16.425;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,3;2
Nerine_sarniensis;angiosperms;1angiosperms;2angiosperms;532;Nerine;sarniensis;Nerine_sarniensis;;Nerine sarniensis ;P;D_P;2;2,3;2,3;32.8;16.4;Amaryllidaceae;Asparagales;M;NA;3;3;1;NA;0;1;2,3;2
Nothoscordum_montevidense;angiosperms;1angiosperms;2angiosperms;937;Nothoscordum;montevidense;Nothoscordum_montevidense;var. minarum;Nothoscordum montevidense var. minarum;P;D_P;2;2,4;2,4;60.9;30.45;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Nothoscordum_nudicaule;angiosperms;1angiosperms;2angiosperms;937;Nothoscordum;nudicaule;Nothoscordum_nudicaule;;Nothoscordum nudicaule ;P;D_P;2;2,4;2,4;60.78;30.39;Amaryllidaceae;Asparagales;M;NA;NA;NA;0;NA;0;0;2,4;2
Orobanche_transcaucasica;angiosperms;1angiosperms;2angiosperms;531;Orobanche;transcaucasica;Orobanche_transcaucasica;;Orobanche transcaucasica ;P;D_P;2;2,4;2,4;8.99;4.495;Orobanchaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2,4;2
Oryza_punctata;angiosperms;1angiosperms;2angiosperms;95;Oryza;punctata;Oryza_punctata;;Oryza punctata ;-;D_P;2;2,4;2,4;2.25;1.125;Poaceae;Poales;M;NA;NA;NA;0;NA;0;0;2,4;2
Paeonia_mascula;angiosperms;1angiosperms;2angiosperms;814;Paeonia;mascula;Paeonia_mascula;;Paeonia mascula ;P;D_P;2;2+unknown;2+unknown;47;23.5;Paeoniaceae;Saxifragales;E;1;3;4;1;NA;0;1;2,unknown;2
Papaver_dubium;angiosperms;1angiosperms;2angiosperms;2;Papaver;dubium;Papaver_dubium;;Papaver dubium ;A;D_P;2;2,4;2,4;8.2;4.1;Papaveraceae;Ranunculales;E;53;22;75;1;2;1;2;2,4;2
Papaver_setigerum;angiosperms;1angiosperms;2angiosperms;167;Papaver;setigerum;Papaver_setigerum;;Papaver setigerum ;A;D_P;2;2,4;2,4;10.7;5.35;Papaveraceae;Ranunculales;E;16;6;22;1;NA;0;1;2,4;2
Paronychia_kapela;angiosperms;1angiosperms;2angiosperms;781;Paronychia;kapela;Paronychia_kapela;subsp. serpyllifolia (Chaix) Graebn.;Paronychia kapela subsp. serpyllifolia (Chaix) Graebn.;P;D_P;2;2,4;2,4;1.8;0.9;Caryophyllaceae;Caryophyllales;E;NA;NA;NA;0;NA;0;0;2,4;2
Paspalum_notatum;angiosperms;1angiosperms;2angiosperms;417;Paspalum;notatum;Paspalum_notatum;;Paspalum notatum ;P;D_P;2;2,4;2,4;1.77;0.885;Poaceae;Poales;M;45;12;57;1;1;1;2;2,4;2
Paspalum_quadrifarium;angiosperms;1angiosperms;2angiosperms;695;Paspalum;quadrifarium;Paspalum_quadrifarium;;Paspalum quadrifarium ;P;D_P;2;2,4;2,4;2.54;1.27;Poaceae;Poales;M;9;NA;9;1;NA;0;1;2,4;2
Passiflora_foetida;angiosperms;1angiosperms;2angiosperms;603;Passiflora;foetida;Passiflora_foetida;;Passiflora foetida ;P;D_P;2;2,4;2,4;1.87;0.935;Passifloraceae;Malpighiales;E;45;62;107;1;6;1;2;2,4;2
Patrinia_scabiosifolia;angiosperms;1angiosperms;2angiosperms;638;Patrinia;scabiosifolia;Patrinia_scabiosifolia;;Patrinia scabiosifolia ;P;D_P;2;2,4;2,4;2.04;1.02;Caprifoliaceae;Dipsacales;E;NA;NA;NA;0;NA;0;0;2,4;2
Penstemon_caespitosus;angiosperms;1angiosperms;2angiosperms;648;Penstemon;caespitosus;Penstemon_caespitosus;var. desertipicti N.Holmgren;Penstemon caespitosus var. desertipicti N.Holmgren;P;D_P;2;2,4;2,4;1.89;0.945;Plantaginaceae;Lamiales;E;NA;NA;NA;0;NA;0;0;2,4;2
